Car_ID,Brand,Model,Year,Fuel_Type_Clean,Transmission_Clean,Engine_CC_Clean,Mileage_Clean,Seating_Capacity_Clean,Service_Cost_Clean,Age,Price_Clean,Battery_Charge_Level,Battery_Specific_Gravity
2003,Volkswagen,Virtus,2015,Diesel,Automatic,1200,11.0,5,9500.0,10,326000.0,,
2004,Kia,Carnival,2018,Petrol,Automatic,1800,25.7,7,15100.0,7,1615000.0,,
2005,Kia,Carens,2018,Petrol,Automatic,1000,28.9,7,6200.0,7,342000.0,,
2006,Toyota,Urban Cruiser,2024,CNG,Manual,1000,18.1,5,16100.0,1,2619000.0,,
2007,Honda,Civic,2023,CNG,Manual,2000,15.0,5,24100.0,2,2296000.0,,
2008,Maruti Suzuki,Dzire,2019,Petrol,Automatic,1800,26.8,5,23600.0,6,1313000.0,,
2009,Kia,Carnival,2021,Diesel,Automatic,2000,19.0,7,22100.0,4,2251000.0,,
2010,Volkswagen,Polo,2021,CNG,Automatic,2500,24.3,5,22700.0,4,2495000.0,,
2011,Kia,Seltos,2017,Diesel,Manual,1500,13.1,5,9600.0,8,1247000.0,,
2012,Hyundai,Verna,2015,Petrol,Automatic,1500,15.2,5,7400.0,10,595000.0,,
2013,Tata Motors,Harrier,2015,Diesel,Manual,1500,28.3,5,9700.0,10,891000.0,,
2014,Honda,City,2017,Petrol,Automatic,1000,27.5,5,5400.0,8,1174000.0,,
2015,Honda,Amaze,2016,Electric,Automatic,0,19.9,5,9800.0,9,1222000.0,,
2016,Skoda,Superb,2016,Diesel,Automatic,2000,22.4,5,20000.0,9,1767000.0,,
2017,Tata Motors,Tiago,2022,Petrol,Automatic,1000,12.6,5,15900.0,3,448000.0,,
2018,Tata Motors,Nexon,2023,CNG,Automatic,2500,22.6,5,23800.0,2,2163000.0,,
2019,Maruti Suzuki,Dzire,2018,Diesel,Manual,1800,27.2,5,9500.0,7,1127000.0,,
2020,Toyota,Urban Cruiser,2019,Diesel,Manual,2500,22.0,5,12600.0,6,1963000.0,,
2021,Volkswagen,Vento,2023,Petrol,Manual,1000,17.5,5,17300.0,2,600000.0,,
2022,Renault,Lodgy,2024,Petrol,Automatic,800,13.5,7,13100.0,1,493000.0,,
2023,Honda,WR-V,2020,CNG,Automatic,1800,19.6,5,12300.0,5,1762000.0,,
2024,Mahindra,Scorpio,2021,Petrol,Manual,2500,18.9,7,21400.0,4,2207000.0,,
2025,Maruti Suzuki,WagonR,2021,Petrol,Automatic,1000,18.5,5,8900.0,4,325000.0,,
2026,Toyota,Camry,2016,Petrol,Automatic,1200,24.9,5,11700.0,9,719000.0,,
2027,Renault,Kiger,2023,CNG,Manual,1800,15.3,5,6600.0,2,1819000.0,,
2028,Mahindra,Bolero,2024,Petrol,Manual,1000,18.8,7,6800.0,1,2128000.0,,
2029,Skoda,Slavia,2020,CNG,Manual,1800,19.2,5,19600.0,5,2087000.0,,
2030,Renault,Lodgy,2016,CNG,Manual,2000,18.3,7,16800.0,9,969000.0,,
2031,Maruti Suzuki,Swift,2015,CNG,Manual,1200,28.3,5,21100.0,10,195000.0,,
2032,Kia,Sonet,2015,Petrol,Manual,1200,28.3,5,11000.0,10,268000.0,,
2033,Skoda,Superb,2018,Petrol,Manual,1000,16.2,5,15200.0,7,1737000.0,,
2034,Maruti Suzuki,Baleno,2019,Petrol,Automatic,1500,20.9,5,21800.0,6,750000.0,,
2035,Maruti Suzuki,Swift,2021,Petrol,Manual,1000,16.8,5,9700.0,4,369000.0,,
2036,Hyundai,i10,2019,CNG,Automatic,1000,20.4,5,21300.0,6,340000.0,,
2037,Tata Motors,Altroz,2024,Diesel,Automatic,1000,10.9,5,16100.0,1,549000.0,,
2038,Toyota,Urban Cruiser,2023,CNG,Automatic,1500,14.8,5,15700.0,2,1254000.0,,
2039,Volkswagen,Virtus,2021,Diesel,Manual,1200,25.9,5,21700.0,4,489000.0,,
2040,Skoda,Kushaq,2017,CNG,Manual,1500,29.4,5,19900.0,8,1304000.0,,
2041,Hyundai,Venue,2015,CNG,Automatic,2500,26.2,5,5100.0,10,1153000.0,,
2042,Toyota,Glanza,2024,CNG,Manual,2000,25.7,5,15900.0,1,2533000.0,,
2043,Volkswagen,Vento,2022,Diesel,Automatic,800,28.9,5,21400.0,3,450000.0,,
2044,Toyota,Camry,2016,CNG,Manual,1800,22.7,5,20700.0,9,1212000.0,,
2045,Tata Motors,Altroz,2017,Diesel,Manual,1500,24.2,5,5200.0,8,604000.0,,
2046,Mahindra,Bolero,2024,Petrol,Manual,1800,16.8,7,18400.0,1,2564000.0,,
2047,Toyota,Glanza,2017,CNG,Manual,2000,10.4,5,15100.0,8,1455000.0,,
2048,Honda,Civic,2018,CNG,Automatic,1000,26.4,5,7500.0,7,1381000.0,,
2049,Maruti Suzuki,Ertiga,2019,CNG,Automatic,1800,26.6,7,8300.0,6,1141000.0,,
2050,Honda,Jazz,2023,CNG,Manual,1800,23.5,5,24800.0,2,2096000.0,,
2051,Honda,Amaze,2024,Electric,Automatic,0,15.3,5,21300.0,1,2449000.0,,
2052,Mahindra,Bolero,2020,Diesel,Manual,1200,27.1,7,17300.0,5,377000.0,,
2053,Kia,Carens,2020,CNG,Manual,2000,14.0,7,14300.0,5,1710000.0,,
2054,Toyota,Fortuner,2024,Diesel,Manual,1500,24.8,7,5800.0,1,2423000.0,,
2055,Hyundai,i10,2017,Diesel,Automatic,1200,12.6,5,24800.0,8,333000.0,,
2056,Toyota,Glanza,2023,CNG,Manual,1800,24.6,5,21800.0,2,2155000.0,,
2057,Honda,City,2022,Petrol,Manual,1500,24.3,5,5000.0,3,1026000.0,,
2058,Honda,WR-V,2018,CNG,Manual,1800,24.4,5,9000.0,7,1316000.0,,
2059,Honda,City,2016,Petrol,Automatic,1000,24.3,5,6700.0,9,1213000.0,,
2060,Skoda,Octavia,2020,Petrol,Automatic,1200,25.1,5,20400.0,5,1146000.0,,
2061,Skoda,Kushaq,2020,CNG,Automatic,1500,29.7,5,17900.0,5,1819000.0,,
2062,Volkswagen,Tiguan,2015,Petrol,Automatic,1800,17.7,5,21400.0,10,1432000.0,,
2063,Mahindra,XUV300,2015,CNG,Manual,1500,19.2,5,9200.0,10,911000.0,,
2064,Hyundai,Venue,2021,CNG,Automatic,1800,29.7,5,10100.0,4,1624000.0,,
2065,Hyundai,i20,2017,CNG,Manual,2500,17.0,5,9500.0,8,1442000.0,,
2066,Honda,WR-V,2024,Diesel,Manual,2500,19.3,5,9000.0,1,2766000.0,,
2067,Toyota,Fortuner,2017,Petrol,Automatic,1500,18.7,7,5200.0,8,1357000.0,,
2068,Mahindra,XUV700,2024,Petrol,Automatic,1500,23.3,7,18400.0,1,2346000.0,,
2069,Mahindra,Scorpio,2022,Petrol,Automatic,2000,15.0,7,24600.0,3,2531000.0,,
2070,Mahindra,XUV700,2015,Petrol,Automatic,1500,25.3,7,9600.0,10,1087000.0,,
2071,Maruti Suzuki,Ertiga,2017,CNG,Automatic,1500,22.9,7,9200.0,8,1076000.0,,
2072,Kia,Carens,2024,CNG,Manual,2000,28.4,7,23100.0,1,2537000.0,,
2073,Volkswagen,Vento,2019,Petrol,Manual,2000,18.4,5,23300.0,6,2064000.0,,
2074,Skoda,Kushaq,2019,Petrol,Manual,1500,12.8,5,8400.0,6,2045000.0,,
2075,Kia,Seltos,2023,Petrol,Manual,1500,23.6,5,10600.0,2,2208000.0,,
2076,Kia,Sonet,2020,Diesel,Automatic,800,17.0,5,10600.0,5,395000.0,,
2077,Maruti Suzuki,Baleno,2021,CNG,Automatic,1200,28.6,5,24000.0,4,338000.0,,
2078,Tata Motors,Tiago,2020,Diesel,Manual,2500,26.0,5,21700.0,5,1971000.0,,
2079,Volkswagen,Taigun,2016,Petrol,Automatic,2000,12.2,5,12000.0,9,1720000.0,,
2080,Kia,Seltos,2022,CNG,Automatic,1500,12.1,5,19400.0,3,1970000.0,,
2081,Mahindra,Thar,2022,Diesel,Manual,1500,16.3,4,8000.0,3,1871000.0,,
2082,Volkswagen,Tiguan,2016,Petrol,Manual,2000,18.3,5,21000.0,9,1561000.0,,
2083,Mahindra,Scorpio,2024,CNG,Manual,1500,13.6,7,19200.0,1,1844000.0,,
2084,Renault,Lodgy,2021,Petrol,Manual,1500,11.6,7,8700.0,4,808000.0,,
2085,Toyota,Fortuner,2017,Petrol,Automatic,1500,15.7,7,14200.0,8,1553000.0,,
2086,Hyundai,i20,2021,Petrol,Automatic,1200,18.2,5,20900.0,4,1741000.0,,
2087,Tata Motors,Harrier,2022,Diesel,Automatic,1500,18.8,5,20600.0,3,1820000.0,,
2088,Renault,Duster,2020,Petrol,Manual,2500,21.2,5,10800.0,5,1842000.0,,
2089,Honda,Jazz,2023,Petrol,Manual,1200,17.6,5,7400.0,2,539000.0,,
2090,Skoda,Octavia,2019,Petrol,Manual,1000,15.5,5,16400.0,6,993000.0,,
2091,Maruti Suzuki,Dzire,2016,Diesel,Manual,1000,26.8,5,24900.0,9,444000.0,,
2092,Honda,City,2024,Petrol,Manual,1000,15.2,5,5400.0,1,2218000.0,,
2093,Hyundai,Venue,2018,Diesel,Automatic,1500,11.2,5,7200.0,7,771000.0,,
2094,Tata Motors,Punch,2022,CNG,Automatic,2000,24.9,5,10100.0,3,1690000.0,,
2095,Volkswagen,Polo,2019,CNG,Automatic,1500,16.5,5,13300.0,6,1825000.0,,
2096,Maruti Suzuki,WagonR,2023,CNG,Manual,1000,14.4,5,5700.0,2,359000.0,,
2097,Volkswagen,Vento,2021,Petrol,Automatic,800,20.9,5,20800.0,4,471000.0,,
2098,Kia,Carnival,2022,Diesel,Automatic,1500,15.3,7,20600.0,3,2184000.0,,
2099,Volkswagen,Virtus,2017,CNG,Automatic,2500,10.1,5,23000.0,8,1713000.0,,
2100,Honda,Civic,2021,CNG,Automatic,1000,19.5,5,7500.0,4,1810000.0,,
2101,Maruti Suzuki,WagonR,2024,CNG,Automatic,2500,12.2,5,8900.0,1,2001000.0,,
2102,Hyundai,i10,2021,Diesel,Manual,2500,18.1,5,19400.0,4,2208000.0,,
2103,Mahindra,XUV300,2016,Petrol,Automatic,1800,24.9,5,18800.0,9,1250000.0,,
2104,Mahindra,XUV700,2020,Petrol,Automatic,1500,28.5,7,20900.0,5,1565000.0,,
2105,Mahindra,XUV300,2015,Diesel,Automatic,1500,11.0,5,9100.0,10,1067000.0,,
2106,Honda,Jazz,2022,Petrol,Automatic,1000,18.0,5,8100.0,3,506000.0,,
2107,Kia,Carnival,2020,Petrol,Manual,1500,22.7,7,7600.0,5,1734000.0,,
2108,Hyundai,i20,2015,Petrol,Automatic,1200,15.3,5,11700.0,10,1110000.0,,
2109,Maruti Suzuki,Baleno,2022,Petrol,Manual,2000,13.5,5,16300.0,3,1924000.0,,
2110,Mahindra,Scorpio,2023,CNG,Automatic,1500,15.4,7,7200.0,2,1941000.0,,
2111,Tata Motors,Tiago,2023,Petrol,Automatic,1200,20.7,5,10700.0,2,1952000.0,,
2112,Hyundai,Creta,2021,Petrol,Manual,1500,28.5,5,19300.0,4,1694000.0,,
2113,Renault,Kiger,2021,CNG,Manual,1200,20.1,5,13700.0,4,338000.0,,
2114,Honda,Amaze,2018,Electric,Manual,0,26.6,5,22200.0,7,1291000.0,,
2115,Toyota,Camry,2020,CNG,Manual,1800,12.5,5,12300.0,5,1852000.0,,
2116,Kia,Sonet,2021,CNG,Automatic,1500,12.5,5,11900.0,4,1994000.0,,
2117,Maruti Suzuki,Ertiga,2016,Petrol,Automatic,1500,21.8,7,25000.0,9,818000.0,,
2118,Renault,Kiger,2023,Diesel,Automatic,1800,26.1,5,8600.0,2,1794000.0,,
2119,Tata Motors,Tiago,2018,CNG,Automatic,1200,26.6,5,6700.0,7,248000.0,,
2120,Maruti Suzuki,Swift,2015,Petrol,Automatic,1500,20.4,5,7800.0,10,501000.0,,
2121,Volkswagen,Tiguan,2024,Diesel,Manual,800,18.9,5,18500.0,1,578000.0,,
2122,Tata Motors,Tiago,2024,CNG,Automatic,800,11.0,5,13800.0,1,459000.0,,
2123,Maruti Suzuki,WagonR,2015,CNG,Automatic,2500,23.6,5,23400.0,10,1015000.0,,
2124,Renault,Triber,2021,Petrol,Manual,1000,11.6,7,23500.0,4,1547000.0,,
2125,Kia,Sonet,2019,Petrol,Automatic,1800,16.3,5,17800.0,6,1911000.0,,
2126,Honda,Civic,2017,CNG,Manual,2500,21.1,5,7200.0,8,1438000.0,,
2127,Kia,Carnival,2022,Diesel,Automatic,2000,21.0,7,18400.0,3,2365000.0,,
2128,Hyundai,i20,2024,Petrol,Automatic,1000,12.9,5,7900.0,1,607000.0,,
2129,Mahindra,XUV300,2016,Petrol,Manual,1500,13.2,5,7900.0,9,1162000.0,,
2130,Tata Motors,Punch,2017,CNG,Manual,2000,27.1,5,18500.0,8,1108000.0,,
2131,Volkswagen,Vento,2022,CNG,Automatic,1500,13.8,5,18800.0,3,1132000.0,,
2132,Honda,Amaze,2018,Electric,Automatic,0,16.5,5,9100.0,7,1489000.0,,
2133,Tata Motors,Tiago,2023,CNG,Automatic,1500,27.8,5,12700.0,2,977000.0,,
2134,Hyundai,i10,2024,CNG,Automatic,1500,24.8,5,10600.0,1,1069000.0,,
2135,Renault,Duster,2018,Petrol,Automatic,1200,14.0,5,12400.0,7,331000.0,,
2136,Kia,Carnival,2019,Petrol,Manual,1500,22.4,7,23100.0,6,1574000.0,,
2137,Toyota,Fortuner,2015,CNG,Manual,1500,19.4,7,10800.0,10,1210000.0,,
2138,Toyota,Fortuner,2017,CNG,Automatic,1500,16.9,7,12500.0,8,1363000.0,,
2139,Renault,Kwid,2019,CNG,Automatic,1000,10.5,5,16000.0,6,274000.0,,
2140,Tata Motors,Altroz,2022,Diesel,Manual,1500,29.2,5,24300.0,3,860000.0,,
2141,Hyundai,Verna,2018,Petrol,Automatic,1000,21.0,5,14100.0,7,1373000.0,,
2142,Skoda,Rapid,2021,Petrol,Manual,1200,10.3,5,15300.0,4,617000.0,,
2143,Mahindra,XUV300,2018,CNG,Automatic,1500,17.4,5,11500.0,7,1263000.0,,
2144,Tata Motors,Tiago,2024,Petrol,Manual,2000,20.8,5,5300.0,1,2465000.0,,
2145,Toyota,Camry,2016,CNG,Automatic,1200,27.7,5,19700.0,9,571000.0,,
2146,Kia,EV6,2018,Electric,Automatic,0,13.6,5,6900.0,7,1652000.0,29.8,1.162
2147,Volkswagen,Polo,2020,CNG,Automatic,1200,18.1,5,9700.0,5,408000.0,,
2148,Renault,Triber,2024,Petrol,Manual,1500,28.4,7,23300.0,1,1029000.0,,
2149,Hyundai,Creta,2023,Petrol,Automatic,1500,17.9,5,9000.0,2,2217000.0,,
2150,Renault,Duster,2024,Petrol,Automatic,1000,21.5,5,6300.0,1,446000.0,,
2151,Honda,Civic,2022,CNG,Automatic,1000,11.5,5,8500.0,3,2075000.0,,
2152,Mahindra,Scorpio,2015,Diesel,Manual,2000,21.1,7,19000.0,10,1208000.0,,
2153,Maruti Suzuki,WagonR,2015,Diesel,Automatic,1000,18.7,5,15700.0,10,213000.0,,
2154,Honda,City,2016,Diesel,Automatic,1200,22.3,5,20800.0,9,628000.0,,
2155,Maruti Suzuki,WagonR,2023,Petrol,Manual,1800,21.7,5,11000.0,2,1825000.0,,
2156,Hyundai,i10,2020,CNG,Automatic,2000,23.6,5,13800.0,5,1501000.0,,
2157,Volkswagen,Taigun,2024,Petrol,Manual,1800,11.1,5,14400.0,1,2859000.0,,
2158,Toyota,Fortuner,2019,CNG,Manual,1500,11.0,7,24400.0,6,1566000.0,,
2159,Kia,Sonet,2017,Diesel,Manual,800,13.7,5,7800.0,8,316000.0,,
2160,Tata Motors,Nexon,2017,CNG,Automatic,1500,18.9,5,16700.0,8,612000.0,,
2161,Renault,Kwid,2023,Diesel,Manual,1000,15.7,5,22100.0,2,403000.0,,
2162,Hyundai,i10,2016,Petrol,Automatic,2000,18.7,5,18400.0,9,1379000.0,,
2163,Skoda,Rapid,2023,CNG,Manual,2000,16.3,5,8200.0,2,2661000.0,,
2164,Hyundai,Venue,2015,CNG,Automatic,1800,22.3,5,6700.0,10,1096000.0,,
2165,Volkswagen,Tiguan,2020,Petrol,Automatic,1200,28.1,5,8400.0,5,481000.0,,
2166,Toyota,Camry,2020,CNG,Automatic,1800,18.6,5,7500.0,5,1786000.0,,
2167,Toyota,Camry,2017,CNG,Automatic,1500,13.4,5,12300.0,8,739000.0,,
2168,Hyundai,Venue,2022,Petrol,Automatic,1800,14.0,5,22700.0,3,2128000.0,,
2169,Honda,Amaze,2017,Electric,Automatic,0,15.8,5,11400.0,8,1292000.0,,
2170,Renault,Lodgy,2019,Petrol,Automatic,2000,25.4,7,10900.0,6,1598000.0,,
2171,Tata Motors,Harrier,2023,CNG,Manual,1500,22.3,5,11300.0,2,1621000.0,,
2172,Toyota,Glanza,2016,Diesel,Automatic,800,21.6,5,20400.0,9,287000.0,,
2173,Honda,Jazz,2015,CNG,Manual,1200,13.0,5,22500.0,10,250000.0,,
2174,Skoda,Octavia,2023,Petrol,Manual,1000,19.4,5,15500.0,2,2570000.0,,
2175,Skoda,Kushaq,2019,Petrol,Manual,1800,25.0,5,23400.0,6,2060000.0,,
2176,Tata Motors,Punch,2024,CNG,Automatic,1500,21.3,5,7800.0,1,1110000.0,,
2177,Volkswagen,Taigun,2018,CNG,Manual,2000,15.6,5,23200.0,7,1493000.0,,
2178,Tata Motors,Punch,2018,CNG,Manual,1500,13.6,5,16100.0,7,630000.0,,
2179,Renault,Duster,2022,Petrol,Automatic,800,21.3,5,11300.0,3,1784000.0,,
2180,Kia,Carens,2023,Diesel,Automatic,2500,16.9,7,17100.0,2,2951000.0,,
2181,Skoda,Rapid,2021,Diesel,Manual,2000,26.8,5,11300.0,4,2136000.0,,
2182,Renault,Lodgy,2024,Diesel,Automatic,1500,24.8,7,6500.0,1,1023000.0,,
2183,Honda,City,2023,CNG,Manual,1000,15.4,5,21300.0,2,935000.0,,
2184,Toyota,Innova,2023,Diesel,Manual,1500,29.0,7,5300.0,2,2299000.0,,
2185,Hyundai,i10,2018,CNG,Automatic,2000,16.2,5,24100.0,7,1284000.0,,
2186,Hyundai,i20,2019,Petrol,Automatic,2500,12.2,5,5300.0,6,2131000.0,,
2187,Maruti Suzuki,Baleno,2024,CNG,Manual,1500,13.8,5,20500.0,1,1730000.0,,
2188,Mahindra,Scorpio,2017,Diesel,Automatic,2500,16.2,7,10500.0,8,1579000.0,,
2189,Toyota,Innova,2020,Diesel,Automatic,1500,22.7,7,12200.0,5,1871000.0,,
2190,Toyota,Camry,2016,CNG,Automatic,1800,26.1,5,7200.0,9,1316000.0,,
2191,Toyota,Innova,2016,Diesel,Automatic,2000,25.9,7,15300.0,9,1382000.0,,
2192,Renault,Triber,2021,Petrol,Automatic,2500,16.1,7,23900.0,4,2306000.0,,
2193,Maruti Suzuki,WagonR,2023,CNG,Automatic,2000,14.9,5,20900.0,2,1968000.0,,
2194,Toyota,Glanza,2020,CNG,Manual,800,12.3,5,16400.0,5,341000.0,,
2195,Mahindra,Bolero,2018,Petrol,Automatic,1000,13.4,7,24900.0,7,350000.0,,
2196,Skoda,Slavia,2017,Petrol,Automatic,1200,23.8,5,21400.0,8,1645000.0,,
2197,Renault,Lodgy,2017,CNG,Manual,1200,18.3,7,24300.0,8,258000.0,,
2198,Mahindra,Thar,2019,Petrol,Automatic,1500,24.7,4,5000.0,6,1496000.0,,
2199,Hyundai,Venue,2021,Petrol,Manual,1500,25.8,5,16000.0,4,923000.0,,
2200,Honda,Amaze,2018,Electric,Manual,0,25.8,5,18700.0,7,1373000.0,,
2201,Toyota,Glanza,2019,Petrol,Manual,800,27.2,5,17200.0,6,384000.0,,
2202,Toyota,Camry,2023,CNG,Manual,1800,14.3,5,24900.0,2,2403000.0,,
2203,Tata Motors,Nexon,2018,Diesel,Manual,2500,14.3,5,9100.0,7,1600000.0,,
2204,Honda,Amaze,2018,Electric,Manual,0,18.8,5,12000.0,7,1329000.0,,
2205,Mahindra,Bolero,2016,Petrol,Automatic,1000,11.6,7,10200.0,9,1122000.0,,
2206,Hyundai,i20,2018,CNG,Manual,2000,22.4,5,11000.0,7,1334000.0,,
2207,Mahindra,Thar,2021,Diesel,Manual,1500,17.7,4,21400.0,4,1796000.0,,
2208,Mahindra,XUV300,2018,Diesel,Automatic,1500,17.1,5,5100.0,7,1408000.0,,
2209,Volkswagen,Polo,2020,CNG,Manual,1500,15.1,5,18100.0,5,1811000.0,,
2210,Kia,EV6,2019,Electric,Automatic,0,15.5,5,15800.0,6,1637000.0,34.8,1.169
2211,Volkswagen,Tiguan,2018,Petrol,Automatic,800,11.4,5,7600.0,7,367000.0,,
2212,Kia,Carens,2015,Diesel,Automatic,1500,25.6,7,15600.0,10,631000.0,,
2213,Volkswagen,Polo,2019,Petrol,Automatic,1500,12.1,5,18000.0,6,1122000.0,,
2214,Hyundai,i10,2022,CNG,Automatic,2000,16.1,5,18000.0,3,1908000.0,,
2215,Volkswagen,Taigun,2017,Diesel,Automatic,1500,25.2,5,15100.0,8,1362000.0,,
2216,Toyota,Glanza,2015,Diesel,Automatic,1500,23.1,5,17600.0,10,695000.0,,
2217,Hyundai,Venue,2022,CNG,Automatic,1800,27.8,5,9000.0,3,1831000.0,,
2218,Mahindra,Scorpio,2022,CNG,Automatic,1500,17.9,7,6800.0,3,1865000.0,,
2219,Toyota,Fortuner,2016,CNG,Automatic,2500,24.5,7,23400.0,9,1701000.0,,
2220,Skoda,Rapid,2021,Diesel,Automatic,2000,16.6,5,13500.0,4,2279000.0,,
2221,Kia,EV6,2015,Electric,Manual,0,15.1,5,16300.0,10,1131000.0,39.3,1.175
2222,Volkswagen,Vento,2017,CNG,Automatic,1200,25.9,5,6500.0,8,312000.0,,
2223,Volkswagen,Virtus,2021,CNG,Manual,800,18.8,5,24400.0,4,413000.0,,
2224,Tata Motors,Harrier,2023,Diesel,Manual,1500,19.4,5,17700.0,2,1876000.0,,
2225,Honda,Civic,2022,CNG,Manual,1000,18.1,5,24900.0,3,1992000.0,,
2226,Honda,WR-V,2020,CNG,Manual,1200,17.0,5,12100.0,5,389000.0,,
2227,Hyundai,Verna,2018,Petrol,Automatic,1000,19.8,5,16800.0,7,1385000.0,,
2228,Tata Motors,Nexon,2015,CNG,Automatic,1800,20.1,5,17100.0,10,988000.0,,
2229,Honda,City,2016,Petrol,Automatic,2000,22.2,5,23800.0,9,1384000.0,,
2230,Toyota,Camry,2015,CNG,Automatic,1800,20.3,5,22300.0,10,1333000.0,,
2231,Toyota,Glanza,2023,Petrol,Manual,1800,19.2,5,19600.0,2,2686000.0,,
2232,Tata Motors,Altroz,2020,Diesel,Automatic,800,29.0,5,18900.0,5,339000.0,,
2233,Maruti Suzuki,Swift,2023,CNG,Manual,1500,11.1,5,11400.0,2,791000.0,,
2234,Honda,Amaze,2022,Electric,Manual,0,13.1,5,8700.0,3,2024000.0,,
2235,Skoda,Superb,2021,Petrol,Automatic,1200,17.9,5,15300.0,4,1177000.0,,
2236,Volkswagen,Virtus,2018,CNG,Automatic,2500,11.2,5,18400.0,7,2044000.0,,
2237,Volkswagen,Vento,2023,CNG,Automatic,2000,22.6,5,23300.0,2,2497000.0,,
2238,Maruti Suzuki,Baleno,2016,Diesel,Automatic,800,20.7,5,19700.0,9,213000.0,,
2239,Tata Motors,Tiago,2015,Petrol,Manual,1200,12.5,5,19100.0,10,978000.0,,
2240,Honda,Civic,2017,CNG,Manual,1800,28.7,5,13100.0,8,1153000.0,,
2241,Mahindra,XUV700,2018,Diesel,Manual,1500,17.9,7,16900.0,7,1328000.0,,
2242,Hyundai,Venue,2015,Diesel,Manual,1000,19.9,5,24900.0,10,246000.0,,
2243,Mahindra,Scorpio,2018,CNG,Manual,1500,27.6,7,22000.0,7,1207000.0,,
2244,Volkswagen,Polo,2017,CNG,Automatic,1500,13.2,5,21600.0,8,1420000.0,,
2245,Skoda,Rapid,2020,Diesel,Manual,1200,27.5,5,18400.0,5,521000.0,,
2246,Hyundai,i10,2019,CNG,Manual,2000,15.5,5,5900.0,6,1461000.0,,
2247,Volkswagen,Taigun,2024,Diesel,Automatic,1500,18.9,5,12300.0,1,2563000.0,,
2248,Renault,Kwid,2017,Diesel,Manual,1500,11.8,5,14700.0,8,1072000.0,,
2249,Mahindra,XUV300,2022,Diesel,Manual,2000,25.0,5,11800.0,3,2017000.0,,
2250,Hyundai,Creta,2023,CNG,Manual,1500,26.1,5,10200.0,2,1959000.0,,
2251,Tata Motors,Punch,2022,Diesel,Automatic,1000,18.6,5,8100.0,3,424000.0,,
2252,Kia,Sonet,2022,CNG,Automatic,1500,19.7,5,22300.0,3,2315000.0,,
2253,Renault,Duster,2022,Petrol,Automatic,1000,20.8,5,9700.0,3,408000.0,,
2254,Maruti Suzuki,WagonR,2019,CNG,Manual,2500,23.3,5,20500.0,6,1135000.0,,
2255,Renault,Kiger,2015,CNG,Automatic,800,14.6,5,17900.0,10,911000.0,,
2256,Skoda,Superb,2018,CNG,Automatic,1200,29.8,5,8900.0,7,803000.0,,
2257,Kia,EV6,2016,Electric,Automatic,0,17.7,5,6400.0,9,1293000.0,39.4,1.175
2258,Honda,WR-V,2024,CNG,Automatic,1800,17.6,5,21400.0,1,2381000.0,,
2259,Skoda,Slavia,2021,Diesel,Automatic,1200,21.5,5,13600.0,4,555000.0,,
2260,Honda,Amaze,2023,Electric,Automatic,0,25.5,5,7800.0,2,2120000.0,,
2261,Hyundai,Verna,2022,Petrol,Automatic,1000,17.5,5,21000.0,3,975000.0,,
2262,Hyundai,Verna,2019,Petrol,Automatic,1000,17.3,5,17400.0,6,1483000.0,,
2263,Hyundai,Creta,2022,Petrol,Automatic,1800,10.1,5,17400.0,3,2405000.0,,
2264,Hyundai,i20,2016,CNG,Manual,2500,15.9,5,20000.0,9,1286000.0,,
2265,Volkswagen,Taigun,2022,Diesel,Automatic,1500,25.5,5,14400.0,3,2209000.0,,
2266,Maruti Suzuki,Dzire,2020,CNG,Manual,2000,28.2,5,14400.0,5,1337000.0,,
2267,Renault,Duster,2020,Petrol,Automatic,800,17.7,5,11100.0,5,1399000.0,,
2268,Tata Motors,Tiago,2018,Petrol,Manual,1200,10.1,5,15100.0,7,1313000.0,,
2269,Tata Motors,Altroz,2018,Diesel,Manual,1500,11.8,5,15600.0,7,723000.0,,
2270,Kia,Sonet,2023,Petrol,Automatic,800,28.8,5,14400.0,2,520000.0,,
2271,Kia,Sonet,2023,CNG,Automatic,1500,29.2,5,15100.0,2,2147000.0,,
2272,Maruti Suzuki,Dzire,2023,CNG,Manual,1000,21.7,5,11700.0,2,667000.0,,
2273,Hyundai,Venue,2024,CNG,Manual,2500,26.5,5,20000.0,1,2402000.0,,
2274,Honda,Amaze,2019,Electric,Automatic,0,23.7,5,12400.0,6,1572000.0,,
2275,Toyota,Urban Cruiser,2019,Diesel,Automatic,1500,10.2,5,5200.0,6,948000.0,,
2276,Mahindra,Scorpio,2021,Diesel,Automatic,2000,21.6,7,21300.0,4,1932000.0,,
2277,Skoda,Rapid,2024,Diesel,Manual,800,20.6,5,21600.0,1,666000.0,,
2278,Volkswagen,Tiguan,2020,Diesel,Manual,1500,17.2,5,15700.0,5,1007000.0,,
2279,Tata Motors,Punch,2020,Petrol,Automatic,1000,21.1,5,7400.0,5,374000.0,,
2280,Kia,EV6,2022,Electric,Manual,0,19.1,5,20300.0,3,2136000.0,72.2,1.221
2281,Hyundai,Verna,2016,Petrol,Automatic,1500,11.8,5,20800.0,9,657000.0,,
2282,Volkswagen,Tiguan,2018,CNG,Automatic,2500,16.1,5,10300.0,7,1806000.0,,
2283,Skoda,Kushaq,2022,CNG,Manual,1500,20.1,5,20700.0,3,2457000.0,,
